ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	CN4_AVERAGE	CN4_STDEV	CN4_STDEV, %	CN22_AVERAGE	CN22_STDEV	CN22_STDEV, %	CN38_AVERAGE	CN38_STDEV	CN38_STDEV, %	CN78_AVERAGE	CN78_STDEV	CN78_STDEV, %	hGR_AVERAGE	hGR_STDEV	hGR_STDEV, %
r_0001	(R)-lactate:ferricytochrome-c 2-oxidoreductase	(R)-lactate[c] + 2 ferricytochrome c[m] => 2 ferrocytochrome c[m] + pyruvate[c]	1.1.2.4;1.1.99.-	(YDL174C and YEL039C) or (YDL174C and YJR048W) or (YEL039C and YEL071W) or (YEL071W and YJR048W)	3.35855697962194e-05	0.00106166470648629	3161.0739759008	0.000109167630469474	0.0036637322287233	3356.06096144753	4.63718299956031e-05	0.00327898354459202	7071.06781186537	0.000111160856847593	0.0053896649813421	4848.52774095792	7.03147977240102e-05	0.00351538822429546	4999.49987496738
r_0002	(R)-lactate:ferricytochrome-c 2-oxidoreductase	(R)-lactate[m] + 2 ferricytochrome c[m] => 2 ferrocytochrome c[m] + pyruvate[m]	1.1.2.4;1.1.99.-	(YDL178W and YEL039C) or (YDL178W and YJR048W)	2.02142904003784e-05	0.000825079851368329	4081.66616302734	0.000196158810478437	0.00485495317691627	2475.01153023659	0.000391512831997303	0.00924580809300665	2361.55940172871	0.000739663758906687	0.0158817828133426	2147.16249405241	0.000140457284353144	0.00496443583173117	3534.48085985301
r_0003	(R,R)-butanediol dehydrogenase	(R,R)-2,3-butanediol[c] + NAD[c] <=> (R)-acetoin[c] + H+[c] + NADH[c]	1.1.1.4	YAL060W	-1.12665123067749e-05	0.000239962587499075	-2129.8746316975	-0.000346603758684858	0.00473145191433414	-1365.08961480597	-0.000128046423583993	0.00248933548200895	-1944.08825512885	-0.000329565523632406	0.00661431744098527	-2006.98099973673	-0.000814422319640399	0.0119658450338531	-1469.24325933706
r_0004	(S)-lactate:ferricytochrome-c 2-oxidoreductase	(S)-lactate[c] + 2 ferricytochrome c[m] => 2 ferrocytochrome c[m] + pyruvate[c]	1.1.2.3	(YEL039C and YML054C) or (YJR048W and YML054C)	2.36898263580122e-05	0.000837299309591442	3534.42569370398	0.000135678738383259	0.00391474857076229	2885.30732037328	0.000366119758601555	0.00862272263630878	2355.16451481462	0.000619246471951542	0.0138723291250884	2240.19510056634	0.000154520723437432	0.00488441898565444	3161.01224288678
r_0005	1,3-beta-glucan synthase	UDP-D-glucose[c] => (1->3)-beta-D-glucan[ce] + H+[c] + UDP[c]	2.4.1.34	YGR032W or YMR306W or (YLR342W and YCR034W)	0.0650443127399237	5.6681801647806e-05	0.0871433631322161	0.0575181010939973	0.000379062029670714	0.659030848482363	0.0910314815763889	0.000791531985099117	0.869514558471626	0.100329412449482	0.00171718066299767	1.7115426285012	0.228392171980471	0.000690078588470081	0.30214633999325
r_0006	1,6-beta-glucan synthase	UDP-D-glucose[c] => (1->6)-beta-D-glucan[ce] + H+[c] + UDP[c]		YGR143W or YPR159W	0.0217324176046429	1.89383595906215e-05	0.0871433631322063	0.0192177815422329	0.000126651108757278	0.659030848482435	0.0304151752774719	0.000264464377022259	0.869514558471553	0.0335217730426107	0.000573739435453653	1.71154262850104	0.0763097317817276	0.000230567061637157	0.302146339993251
r_0007	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide [cytoplasm][c] => 5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [cytoplasm][c]	5.3.1.16	YIL020C	0.00787751639944408	0.000202541009878309	2.57112774646337	0.00880839572309322	0.0022351066618999	25.3747303386934	0.00533196127749846	0.0021227314374588	39.8114563662905	0.00456863479034045	0.00526234885987366	115.184274982976	0.0189483689903679	0.00332797767621517	17.5633991395613
r_0012	1-pyrroline-5-carboxylate dehydrogenase	1-pyrroline-5-carboxylate[m] + 2 H2O[m] + NAD[m] <=> H+[m] + L-glutamate[m] + NADH[m]	1.2.1.88	YHR037W	0.00034276959958815	0.00405295352039664	1182.41335441253	0.0018863765604497	0.0176479674482213	935.548491124917	0.00310046090148473	0.0303302187427497	978.248709029855	0.00343199200040169	0.0393579667858372	1146.79657706751	0.00213784940168427	0.0217560540874219	1017.660742159
r_0013	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + 3 H2O[c] => 4-methylthio-2-oxobutanoate[c] + formate[c] + 6 H+[c] + phosphate[c]	1.13.11.54;3.1.3.77	YEL038W and YMR009W	6.47483012772846e-05	0.000704250119286248	1087.67350709372	0.00037089850672801	0.00368245727327455	992.847694578344	0.000742447997227234	0.00769274769917845	1036.13286424207	0.000877797002825051	0.00940031316007716	1070.89829765011	0.000468621783760947	0.00480054080002401	1024.39557151975
r_0014	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + H+[c] + H2O[c] => 5-amino-6-(5-phosphoribitylamino)uracil[c] + ammonium[c]	3.5.4.26;5.4.99.28	YOL066C	9.50196946889423e-05	8.28033575899098e-08	0.0871433631322179	9.51404123083998e-05	6.27004666485732e-07	0.659030848482432	9.5176434365981e-05	8.27572953046034e-07	0.869514558471245	9.53321298570301e-05	1.63165011034087e-06	1.71154270106821	0.000275672842132102	8.32935404944566e-07	0.302146340750325
r_0015	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c] + H+[c] + NADPH[c] => 2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + NADP(+)[c]	1.1.1.302	YBR153W	9.50196946889423e-05	8.28033575899096e-08	0.0871433631322177	9.51404123083998e-05	6.27004666485732e-07	0.659030848482432	9.5176434365981e-05	8.27572953046033e-07	0.869514558471244	9.53321298570301e-05	1.63165011034087e-06	1.71154270106821	0.000275672842132102	8.32935404944579e-07	0.302146340750329
r_0016	2-aceto-2-hydroxybutanoate synthase	2-oxobutanoate[m] + H+[m] + pyruvate[m] => (S)-2-acetyl-2-hydroxybutanoate[m] + carbon dioxide[m]	2.2.1.6	(YCL009C and YMR108W) or YMR108W	0.0228895036032551	0.000305289794653887	1.3337545450766	0.0255190346924232	0.00397924861172032	15.5932567970598	0.0153230405405888	0.00265768256523433	17.3443551114706	0.013140795623659	0.008032489859204	61.1263586258209	0.0549976548586632	0.00642397972667755	11.6804611818201
r_0017	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol[m] + ATP[m] => (2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate[m] + AMP[m] + H+[m]	2.5.1.15;2.7.6.3;4.1.2.25	YNL256W	9.66979166253679e-09	2.41575678245232e-07	2498.25111725165	2.40920009673569e-09	1.20447955823999e-07	4999.49987496674	1.08931056160539e-08	2.56570596812766e-07	2355.34847320897	1.08680846443842e-08	2.56512394500378e-07	2360.23552349608	7.09345249471862e-09	3.54637148604303e-07	4999.49987496702
r_0018	2-aminoadipate transaminase	2-oxoadipic acid[c] + L-glutamate[c] <=> 2-oxoglutarate[c] + L-2-aminoadipate[c]	2.6.1.39;2.6.1.57;2.6.1.7	YER152C or YGL202W or YJL060W	0.0339631844304031	0.000172770756167294	0.508700108852672	0.0375442025039047	0.00253033040153486	6.73960354137686	0.0225398555780764	0.0017307878907926	7.67878873401507	0.0186037645098435	0.00401778678864704	21.5966332325974	0.0810376848082762	0.00398081948944895	4.91230653845431
r_0019	2-dehydropantoate 2-reductase	2-dehydropantoate[c] + H+[c] + NADPH[c] => (R)-pantoate[c] + NADP(+)[c]	1.1.1.169	YHR063C	4.223416797517e-06	8.92992316861645e-05	2114.38358957763	3.80229867822883e-05	0.000894938216055775	2353.67679340922	3.57788624390301e-05	0.000792355585142443	2214.5913288682	8.06198109942067e-05	0.00189835186550915	2354.69649717434	5.78289034429899e-05	0.00129074848707875	2232.01273105795
r_0020	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	D-erythrose 4-phosphate[m] + H2O[m] + phosphoenolpyruvate[m] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m] + phosphate[m]	2.5.1.54	YDR035W or YBR249C	0.0320194186666719	0.0015652030939149	4.88829328917228	0.0359015372380751	0.00578044497065532	16.1008285865958	0.0220428712080812	0.00605679346088976	27.4773345255915	0.0192646528561998	0.0117573205670448	61.0305342889218	0.0774910130822477	0.00836914697459546	10.8001517101249
r_0021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + S-adenosyl-L-methionine[m] => 2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-homocysteine[m]	1.14.13.-;2.1.1.114;2.1.1.201;2.1.1.64;2.7.-.-	YDR204W and YGL119W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	0	0	NaN	-1.31497417728971e-13	9.29827157846698e-12	-7071.06781186505	0	0	NaN	0	0	NaN	0	0	NaN
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	2-hexaprenyl-6-methoxyphenol[m] + oxygen[m] => 2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + H2O[m]	1.14.13.-;2.1.1.114;2.1.1.201;2.1.1.64;2.7.-.-	YDR204W and YGL119W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	0	0	NaN	-1.31497417728971e-13	9.29827157846698e-12	-7071.06781186505	0	0	NaN	0	0	NaN	0	0	NaN
r_0023	2-isopropylmalate hydratase	2-isopropylmaleic acid[c] + H2O[c] <=> 2-isopropylmalate[c]	4.2.1.33	YGL009C	-0.0351843602645601	0.000264801948065954	-0.752612655381087	-0.0390579278854268	0.00421514223670208	-10.7920272910198	-0.0235045603393229	0.00295460492632363	-12.570347556685	-0.0195962904206965	0.0068178137033718	-34.7913485512096	-0.0843045022148987	0.00756341734026301	-8.97154617078844
r_0024	2-isopropylmalate synthase	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c]	2.3.3.13	YNL104C or YOR108W	4.98365075602076e-05	0.00133123898173722	2671.21242420317	8.50798640215161e-05	0.00181209361580663	2129.87366240778	7.92009140161747e-05	0.00163369667112943	2062.7245170375	0.000174082968251164	0.00394139537893111	2264.09017408558	0.000147241764741683	0.00445910857335425	3028.42646661917
r_0025	2-isopropylmalate synthase	3-methyl-2-oxobutanoate[m] + acetyl-CoA[m] + H2O[m] => 2-isopropylmalate[m] + coenzyme A[m] + H+[m]	2.3.3.13	YNL104C	0.0351380501939133	0.0013464034995871	3.83175358950431	0.039133437626857	0.00565190873716862	14.4426584524988	0.0235010003124645	0.00343747075363293	14.6269125055488	0.0198268762932447	0.00888232236436659	44.799403763834	0.084851745444821	0.0128328067768391	15.123798231333
r_0026	2-keto-4-methylthiobutyrate transamination	4-methylthio-2-oxobutanoate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-methionine[c]		YHR208W or YJR148W or YGL202W or YHR137W	6.47483012772846e-05	0.000704250119286248	1087.67350709372	0.00037089850672801	0.00368245727327455	992.847694578344	0.000742447997227234	0.00769274769917845	1036.13286424207	0.000877797002825051	0.00940031316007716	1070.89829765011	0.000468621783760947	0.00480054080002401	1024.39557151975
r_0027	2-methylcitrate dehydratase	homocitrate[m] <=> but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m]	4.2.1.36	YDR234W	0.0339631844304031	0.000172770756167294	0.508700108852672	0.0375442025039047	0.00253033040153486	6.73960354137686	0.0225398555780764	0.0017307878907926	7.67878873401507	0.0186037645098435	0.00401778678864704	21.5966332325974	0.0810376848082762	0.00398081948944895	4.91230653845431
r_0028	2-methylcitrate synthase	H2O[m] + oxaloacetate[m] + propionyl-CoA[m] => 2-methylcitrate[m] + coenzyme A[m] + H+[m]	2.3.3.1	YPR001W	1.05111907831271e-07	1.35529050931361e-06	1289.37866058826	3.68680639132708e-08	7.50732802619736e-07	2036.26858298221	1.08472304327797e-07	1.38336089381428e-06	1275.31253474052	7.54263552457694e-08	1.15765383450787e-06	1534.81343588162	1.07485157442675e-07	2.24495358945172e-06	2088.61729643837
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	(2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] => 4-methyl-2-oxopentanoate[c] + carbon dioxide[c]	2.6.1.42	YJR148W	0.0351843602645601	0.000264801948065954	0.752612655381087	0.0390579278854268	0.00421514223670208	10.7920272910198	0.0235045603393229	0.00295460492632363	12.570347556685	0.0195962904206965	0.0068178137033718	34.7913485512096	0.0843045022148987	0.00756341734026301	8.97154617078844
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	(2S)-2-isopropyl-3-oxosuccinate[m] + H+[m] => 4-methyl-2-oxopentanoate[m] + carbon dioxide[m]	2.6.1.42	YHR208W	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0032	3',5'-bisphosphate nucleotidase	adenosine 3',5'-bismonophosphate[c] + H2O[c] => AMP[c] + phosphate[c]	3.1.3.7	YOL064C	0.00698630815232898	0.00198762074348247	28.4502300806739	0.00864297430317934	0.010523428775725	121.757029543105	0.00650085637789626	0.0195274010673651	300.381979422907	0.00694729456241178	0.0284408983937799	409.380919986593	0.0174250128922372	0.0125423019621467	71.9787241462202
r_0033	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic AMP[c] + H2O[c] => AMP[c] + H+[c]	3.1.4.17;3.1.4.53	YGL248W or YOR360C	8.81262329537603e-05	0.00207549250865015	2355.13585351953	9.57970289347423e-06	0.000677387287772692	7071.06781186432	0.000404270117610083	0.0116644363975873	2885.3075924938	0.000424159690802203	0.0149918092156381	3534.47287442248	0.000357354213746543	0.00954497745407614	2671.01298568876
r_0034	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic dAMP[c] + H2O[c] => dAMP[c] + H+[c]	3.1.4.53	YOR360C	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0035	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic IMP[c] + H2O[c] => H+[c] + IMP[c]	3.1.4.53	YOR360C	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0036	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic GMP[c] + H2O[c] => GMP[c] + H+[c]	3.1.4.53	YOR360C	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0037	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic CMP[c] + H2O[c] => CMP[c] + H+[c]	3.1.4.53	YOR360C	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0038	3,4-dihydroxy-2-butanone-4-phosphate synthase	D-ribulose 5-phosphate[c] => 2-hydroxy-3-oxobutyl phosphate[c] + formate[c] + H+[c]	4.1.99.12	YDR487C	0.000190039389377885	1.65606715179819e-07	0.0871433631322177	0.0001902808246168	1.25400933297147e-06	0.659030848482433	0.000190352868731962	1.65514590609207e-06	0.869514558471244	0.00019066425971406	3.26330022068173e-06	1.71154270106821	0.000551345684264204	1.66587080988916e-06	0.302146340750329
